factors	hsq	SE	zscore	pval	qvalues
pwy112_pc4	1e-06	1.079676	9.26203787062044e-07	0.999999260996298	0.999999495060585
pwy112_pc5	1e-06	1.336052	7.48473861795798e-07	0.999999402804261	0.999999495060585
pwy113_pc1	0.565946	1.275002	0.443878519406244	0.657130415581765	0.999999495060585
pwy113_pc2	0.999999	1.324546	0.754974912158581	0.450264035394985	0.999999495060585
pwy113_pc3	1e-06	1.066236	9.37878668512412e-07	0.99999925168109	0.999999495060585
pwy113_pc4	0.903423	1.334215	0.677119504727499	0.498330134554995	0.999999495060585
pwy113_pc5	1e-06	1.037179	9.64153728527091e-07	0.999999230716626	0.999999495060585
pwy114_pc1	1e-06	1.326162	7.54055688520709e-07	0.999999398350608	0.999999495060585
pwy114_pc2	0.999999	1.223819	0.817113478382016	0.413863581079721	0.999999495060585
pwy114_pc3	0.446218	1.018222	0.438232526894921	0.661217731883439	0.999999495060585
pwy114_pc4	1e-06	1.404203	7.12147745019773e-07	0.999999431788309	0.999999495060585
pwy114_pc5	1e-06	1.177347	8.4936726385679e-07	0.999999322302974	0.999999495060585
pwy115_pc1	1e-06	1.36395	7.3316470545108e-07	0.999999415019201	0.999999495060585
pwy115_pc2	1e-06	1.383068	7.23030248693484e-07	0.999999423105328	0.999999495060585
pwy115_pc3	0.999999	0.986794	1.01338171898086	0.310877867894122	0.999999495060585
pwy115_pc4	0.999999	1.07001	0.934569770375978	0.350010063998096	0.999999495060585
pwy115_pc5	1e-06	0.862525	1.15938668444393e-06	0.999999074943264	0.999999495060585
pwy116_pc1	0.164023	1.275578	0.128587197333287	0.897684297247299	0.999999495060585
pwy116_pc2	0.999999	1.340483	0.745999016772313	0.455668008985776	0.999999495060585
pwy116_pc3	0.999999	1.30052	0.768922431027589	0.441939360427787	0.999999495060585
pwy116_pc4	0.399974	1.224761	0.326573102833941	0.74399078986108	0.999999495060585
pwy116_pc5	1e-06	1.272719	7.8571939289034e-07	0.999999373086627	0.999999495060585
pwy117_pc1	0.279738	1.216005	0.230046751452502	0.818055441359914	0.999999495060585
