factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
mch_pwy283_pc2 2 2 0.076 0.058 0.986 0.148
mch_pwy285_pc2 2 2 0.009 -0.097 1 0.015
mch_pwy285_pc3 2 2 0.998 0 0 0.995
mch_pwy291_pc3 3 3 0.753 -0.01 0.061 0.785
mch_pwy319_pc3 2 2 0.971 -0.003 0.002 0.941
mch_pwy48_pc2 2 2 0.989 0.001 0 0.985
mch_pwy54_pc2 2 2 0.151 -0.089 0.945 0.281
mch_pwy73_pc3 2 2 0.784 0.029 0.111 0.772
mch_pwy83_pc1 3 3 0.013 -0.068 0.974 0.046
mch_pwy83_pc4 2 2 0.069 -0.092 0.988 0.144
mch_pwy88_pc4 3 3 0.008 -0.125 0.984 0.023
mch_pwy90_pc1 2 2 0.995 0.001 0 0.987
mchc_pwy109_pc4 2 2 0.773 -0.028 0.122 0.625
mchc_pwy110_pc2 3 3 0.808 -0.013 0.037 0.812
mchc_pwy12_pc3 3 3 0.764 0.031 0.056 0.753
mchc_pwy132_pc4 2 2 0.055 -0.094 0.993 0.141
mchc_pwy271_pc1 2 2 0.036 0.081 0.997 0.093
mchc_pwy31_pc3 2 1 0.11 0.072 0.97 0.249
mchc_pwy84_pc5 2 2 0.641 -0.038 0.286 0.57
mchc_pwy89_pc5 2 2 0.018 0.055 0.999 0.039
mcv_pwy108_pc5 3 3 0.053 -0.079 0.897 0.095
mcv_pwy123_pc2 3 3 0.845 -0.013 0.024 0.872
mcv_pwy129_pc5 2 2 0.969 -0.002 0.002 0.923
mcv_pwy12_pc3 2 2 0.124 -0.101 0.963 0.147
mcv_pwy131_pc3 2 2 0.025 0.043 0.998 0.06
mcv_pwy136_pc3 3 3 0.539 -0.025 0.213 0.461
mcv_pwy137_pc5 2 2 0.071 -0.031 0.987 0.168
mcv_pwy139_pc2 2 2 0.132 -0.051 0.957 0.258
mcv_pwy13_pc2 2 2 0.161 0.119 0.937 0.257
mcv_pwy143_pc5 2 2 0.031 0.03 0.998 0.072
mcv_pwy151_pc3 2 2 0.911 0.013 0.019 0.803
mcv_pwy161_pc2 2 2 0.093 -0.09 0.979 0.211
mcv_pwy164_pc2 2 1 0.706 -0.061 0.198 0.607
mcv_pwy170_pc4 3 3 0.498 0.076 0.252 0.427
mcv_pwy176_pc2 2 2 0.159 0.073 0.939 0.291
mcv_pwy179_pc4 2 2 0.089 0.054 0.981 0.193
mcv_pwy195_pc4 2 2 0.092 0.096 0.979 0.118
mcv_pwy195_pc5 3 3 0.703 0.02 0.088 0.676
mcv_pwy204_pc2 4 4 0.018 -0.125 0.883 0.075
mcv_pwy209_pc3 2 2 0.228 0.121 0.878 0.381
mcv_pwy210_pc2 2 2 0.919 0.015 0.016 0.83
mcv_pwy227_pc4 3 3 0.838 0.012 0.026 0.852
mcv_pwy235_pc3 2 2 0.919 0.013 0.016 0.815
mcv_pwy260_pc3 4 4 0.532 0.049 0.142 0.499
mcv_pwy265_pc3 2 2 0.136 -0.097 0.955 0.286
mcv_pwy270_pc5 2 2 0.008 0.034 1 0.017
mcv_pwy283_pc2 2 2 0.161 0.063 0.938 0.297
mcv_pwy284_pc2 2 2 0.956 0.004 0.005 0.9
mcv_pwy285_pc2 2 2 0.952 -0.007 0.006 0.882
mcv_pwy285_pc3 3 3 0.854 0.011 0.021 0.888
mcv_pwy286_pc5 2 2 0.011 0.036 1 0.025
mcv_pwy287_pc3 2 2 0.407 -0.051 0.645 0.352
mcv_pwy288_pc5 2 2 0.015 -0.028 0.999 0.036
mcv_pwy28_pc2 3 3 0.002 -0.108 0.995 0.007
mcv_pwy291_pc3 2 2 0.889 0.009 0.03 0.743
mcv_pwy291_pc5 2 2 0.067 -0.045 0.989 0.152
mcv_pwy296_pc5 2 2 0.003 0.033 1 0.01
mcv_pwy32_pc2 4 4 0.476 0.056 0.181 0.456
mcv_pwy36_pc2 2 2 0.101 -0.14 0.975 0.209
mcv_pwy40_pc5 3 3 0.006 0.071 0.988 0.04
mcv_pwy54_pc2 3 3 0.813 -0.019 0.035 0.837
mcv_pwy74_pc3 2 2 0.192 0.104 0.912 0.329
mcv_pwy83_pc4 2 2 0.006 -0.1 1 0.006
mcv_pwy88_pc4 3 3 0.002 -0.108 0.996 0.008
mcv_pwy89_pc4 3 3 0.945 -0.005 0.003 0.958
mcv_pwy91_pc3 2 2 0.886 0.021 0.032 0.77
mcv_pwy97_pc5 2 2 0.89 -0.01 0.029 0.782
mcv_pwy98_pc4 3 3 0.028 0.095 0.946 0.067
mcv_pwy99_pc5 2 2 0.859 -0.015 0.048 0.722
mono_pwy110_pc1 2 2 0.634 -0.104 0.296 0.538
mono_pwy156_pc4 2 2 0.076 -0.14 0.986 0.141
mono_pwy167_pc4 2 2 0.244 0.124 0.86 0.412
mono_pwy175_pc5 3 3 0.785 0.052 0.046 0.804
mono_pwy196_pc3 2 2 0.23 0.128 0.875 0.358
mono_pwy198_pc2 3 3 0.508 -0.069 0.242 0.476
mono_pwy20_pc3 2 2 0.249 0.097 0.855 0.399
mono_pwy231_pc5 2 2 0.518 -0.058 0.472 0.503
mono_pwy288_pc3 3 3 0.052 -0.078 0.9 0.092
mono_pwy298_pc3 2 2 0.965 -0.005 0.003 0.914
mono_pwy299_pc2 3 3 0.416 -0.077 0.341 0.307
