factors	hsq	SE	zscore	pval	qvalues
pwy11_pc2	0.054809	0.718979	0.0762317119136998	0.939234753627141	0.999999225989033
pwy11_pc3	0.999999	0.636417	1.57129523567095	0.116114087359205	0.726367484530263
pwy11_pc4	0.999999	0.539199	1.85460099147068	0.0636532264489389	0.726367484530263
pwy11_pc5	0.999999	0.68968	1.44994635193133	0.147073480162392	0.726367484530263
pwy110_pc1	0.999999	0.587788	1.70129196240822	0.0888881765164369	0.726367484530263
pwy110_pc2	1e-06	0.818666	1.22149936604183e-06	0.999999025384515	0.999999225989033
pwy110_pc3	1e-06	0.590413	1.69372964348685e-06	0.999998648599267	0.999999225989033
pwy110_pc4	0.82497	0.666275	1.23818243217891	0.215648424027545	0.735103432848614
pwy110_pc5	0.84193	0.580024	1.45154338441168	0.146628610691702	0.726367484530263
pwy111_pc1	0.909917	0.570571	1.5947480681633	0.110768584285052	0.726367484530263
pwy111_pc2	0.252526	0.721495	0.350003811530225	0.726335837170822	0.999999225989033
pwy111_pc3	0.178363	0.779631	0.228778742764205	0.819040889464821	0.999999225989033
pwy111_pc4	0.999999	0.758099	1.31908761256775	0.187139823972307	0.726367484530263
pwy111_pc5	0.999999	0.893497	1.11919681879178	0.26305618230932	0.773521322851344
pwy112_pc1	0.416802	0.654984	0.636354475834524	0.52454540577409	0.999999225989033
pwy112_pc2	0.361622	0.696286	0.519358424555427	0.603510818141153	0.999999225989033
pwy112_pc3	0.999999	0.687152	1.4552806365986	0.145591585013855	0.726367484530263
pwy112_pc4	0.999999	0.738796	1.35355226611947	0.175879264527173	0.726367484530263
pwy112_pc5	1e-06	0.727866	1.37387925799529e-06	0.999998903802952	0.999999225989033
pwy113_pc1	0.554923	0.641071	0.865618628825824	0.386699336296934	0.896965935547524
pwy113_pc2	0.619487	0.694107	0.892494961151523	0.372127692378087	0.879279966771486
pwy113_pc3	0.269076	0.684038	0.393364111350539	0.694050572581216	0.999999225989033
pwy113_pc4	0.486935	0.737091	0.660617210086679	0.508857829278046	0.999999225989033
pwy113_pc5	0.804569	0.637326	1.26241358425672	0.206800003667658	0.728960270655968
pwy114_pc1	0.555976	0.649874	0.855513530315107	0.392266917217142	0.906002851413455
pwy114_pc2	0.350637	0.698174	0.50222007694357	0.615512721804442	0.999999225989033
pwy114_pc3	0.622663	0.705467	0.882625268084829	0.37743877162579	0.884316199803365
pwy114_pc4	0.895317	0.612257	1.46232219476462	0.143652939251133	0.726367484530263
